structure,n,C,beta,alpha,draw_seed,method,tv_mean,tv_max,tv_mean_informative,tv_mean_uninformative,converged,iters,final_residual,ess_min,rhat_max,gibbs_kept,exact_method,wall_seconds
grid,16,3,0.1,0.5,201,mf,0.0005530741766378913,0.0013948342010425899,0.000463361467867001,0.0008222123029505623,1,4,,,,,ve,0.0021
grid,16,3,0.1,0.5,201,lbp,8.339588086999673e-07,1.9213420485580945e-06,6.933954724121574e-07,1.255648817563397e-06,1,17,1.7860733309005283e-07,,,,ve,0.0066
grid,16,3,0.1,0.5,201,gibbs,0.00026728354396049047,0.0005525019443080315,0.00023435566791912832,0.0003660671720845769,1,2000,,8011.7,0.99996,2000,ve,8.6654
grid,16,3,0.25,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0097
grid,16,3,0.25,0.5,201,mf,0.0037151890231841562,0.009807684998951259,0.0029358098841070716,0.00605332644041541,1,6,,,,,ve,0.0035
grid,16,3,0.25,0.5,201,lbp,3.190243682983109e-05,0.000100700296433609,2.3606940955625717e-05,5.678892445244721e-05,1,20,2.773141612455454e-07,,,,ve,0.0088
grid,16,3,0.25,0.5,201,gibbs,0.0007018817564051706,0.0015444237632137175,0.0005703914779332308,0.0010963525918209899,1,2000,,6946.4,0.99997,2000,ve,7.7897
grid,16,3,0.5,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0098
grid,16,3,0.5,0.5,201,mf,0.021465220898202665,0.047596472890306676,0.016029144282638595,0.037773450744894854,1,10,,,,,ve,0.0051
grid,16,3,0.5,0.5,201,lbp,0.0006700902310722424,0.0020443496041562745,0.0004443418211017205,0.0013473354609838083,1,27,3.609111416946753e-07,,,,ve,0.0113
grid,16,3,0.5,0.5,201,gibbs,0.001518542717570191,0.0031970293866987083,0.001246072833830104,0.0023359523687904527,1,2000,,5689.4,1.00058,2000,ve,8.5825
grid,16,3,0.75,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0092
grid,16,3,0.75,0.5,201,mf,0.07365297813396471,0.14058733004689353,0.0620219344607791,0.10854610915352148,1,15,,,,,ve,0.0073
grid,16,3,0.75,0.5,201,lbp,0.004849523770597846,0.011695381376864537,0.0033540008034047223,0.009336092672177217,1,36,5.151348754228735e-07,,,,ve,0.0167
grid,16,3,0.75,0.5,201,gibbs,0.003960523921337824,0.007183505853720448,0.003758556446023463,0.004566426347280907,1,2000,,4259.4,0.9999,2000,ve,7.7125
grid,16,3,1.0,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0116
grid,16,3,1.0,0.5,201,mf,0.12500678800879675,0.2015828694026239,0.12074809369284951,0.1377828709566384,1,17,,,,,ve,0.0109
grid,16,3,1.0,0.5,201,lbp,0.0187919894134218,0.03719307855344618,0.014653275249144166,0.031208131906254703,1,48,5.166830484015783e-07,,,,ve,0.0255
grid,16,3,1.0,0.5,201,gibbs,0.0020486199290163827,0.006535974318261681,0.0023445130066043034,0.0011609406962526216,1,2000,,2782.4,1.00092,2000,ve,22.9047
grid,16,3,1.3,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0147
grid,16,3,1.3,0.5,201,mf,0.13248094384101575,0.22988216413504053,0.14094384535317614,0.1070922393045346,1,35,,,,,ve,0.0238
grid,16,3,1.3,0.5,201,lbp,0.04449592275011538,0.08337910846042679,0.03952284144676454,0.05941516666016795,1,56,6.404821075722822e-07,,,,ve,0.036
grid,16,3,1.3,0.5,201,gibbs,0.00853324888001819,0.01221338520067975,0.00816172934848467,0.009647807474618747,1,2000,,2101.2,1.00108,2000,ve,7.6847
grid,16,3,1.75,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0112
grid,16,3,1.75,0.5,201,mf,0.13162707224114556,0.31033216507140965,0.1520306451090907,0.07041635363731016,1,13,,,,,ve,0.0118
grid,16,3,1.75,0.5,201,lbp,0.06464988076671509,0.10241817878925488,0.06453737343341033,0.0649874027666294,1,52,4.822927658354459e-07,,,,ve,0.0697
grid,16,3,1.75,0.5,201,gibbs,0.01950561167341361,0.023082901320807515,0.01865717442850138,0.0220509234081503,1,2000,,887.0,1.00551,2000,ve,8.161
grid,16,3,2.5,0.5,201,exact,0.0,0.0,,,1,,,,,,ve,0.0089
grid,16,3,2.5,0.5,201,mf,0.06876919928966925,0.08917916265725015,0.0704424871756065,0.06374933563185745,1,8,,,,,ve,0.0047
